id,prediction
1843,43.67689
1844,9.06079
1845,0.0
1846,0.34341
1847,0.16897
1848,0.282
1849,0.282
1850,20.71057
1851,62.07276
1852,125.31928
1853,252.8684
1854,454.06485
1855,637.14993
1856,712.43359
1857,832.20672
1858,844.46009
1859,855.86847
1860,855.80163
1861,793.69615
1862,664.20343
1863,517.72471
1864,348.39016
1865,221.53557
1866,120.95057
1867,49.43134
1868,14.90788
1869,0.70295
1870,0.20967
1871,0.20967
1872,0.14825
1873,0.14825
1874,20.12261
1875,57.21706
1876,114.95436
1877,230.09955
1878,372.0825
1879,496.5735
1880,612.23363
1881,709.81548
1882,708.2069
1883,601.0096
1884,392.89373
1885,311.44817
1886,247.46851
1887,296.93819
1888,246.04425
1889,131.62339
1890,67.35555
1891,33.15873
1892,11.12904
1893,0.70295
1894,0.20967
1895,0.20967
1896,0.14825
1897,0.14825
1898,10.04072
1899,31.56882
1900,66.8331
1901,139.36763
1902,361.70595
1903,480.91311
1904,530.46377
1905,665.59427
1906,692.43384
1907,772.96121
1908,777.12236
1909,708.05211
1910,624.07915
1911,494.76696
1912,354.18174
1913,238.70036
1914,122.49049
1915,51.99481
1916,14.13653
1917,0.70295
1918,0.20967
1919,0.20967
1920,0.14825
1921,0.14825
1922,17.59989
1923,55.60001
1924,122.06106
1925,229.79176
1926,372.7871
1927,557.24681
1928,699.09998
1929,821.86357
1930,852.6126
1931,847.3557
1932,831.69942
1933,787.89276
1934,668.49081
1935,502.3868
1936,371.6917
1937,239.23956
1938,129.91493
1939,52.97209
1940,17.83258
1941,0.70295
1942,0.20967
1943,0.20967
1944,0.35155
1945,0.22179
1946,15.09414
1947,54.46685
1948,122.24222
1949,228.10545
1950,403.45736
1951,608.61443
1952,700.33139
1953,775.25545
1954,814.42982
1955,741.0877
1956,589.05204
1957,709.16198
1958,508.27722
1959,383.88695
1960,284.31844
1961,179.58027
1962,93.76674
1963,46.676
1964,10.04187
1965,0.0
1966,0.0
1967,0.0
1968,0.35155
1969,0.35155
1970,5.85393
1971,21.47648
1972,63.33712
1973,85.91338
1974,122.09455
1975,275.2233
1976,266.94705
1977,182.73158
1978,279.43161
1979,508.94946
1980,612.22137
1981,689.07438
1982,611.12935
1983,475.34949
1984,348.73419
1985,226.89639
1986,117.95773
1987,53.1048
1988,11.97601
1989,1.16771
1990,0.41296
1991,0.41296
1992,0.0
1993,0.0
1994,1.50022
1995,21.16872
1996,41.8667
1997,52.07101
1998,70.35308
1999,127.45607
2000,205.57368
2001,259.01689
2002,228.37816
2003,195.16006
2004,217.44794
2005,270.81509
2006,350.11087
2007,433.5805
2008,262.30885
2009,158.32109
2010,109.38156
2011,47.01819
2012,12.49606
2013,1.00187
2014,0.41296
2015,0.41296
2016,0.35155
2017,0.35155
2018,17.465
2019,55.99566
2020,127.25513
2021,222.496
2022,398.07186
2023,575.29152
2024,665.16638
2025,742.30827
2026,812.8025
2027,808.49164
2028,719.01282
2029,608.51779
2030,491.49183
2031,379.24933
2032,285.87119
2033,193.0435
2034,112.45531
2035,49.10939
2036,17.12983
2037,1.63024
2038,0.41296
2039,0.41296
2040,0.35155
2041,0.35155
2042,14.09977
2043,52.30573
2044,115.4596
2045,221.67914
2046,376.29283
2047,509.8709
2048,673.4189
2049,707.38983
2050,853.27136
2051,862.87931
2052,846.05135
2053,770.40002
2054,637.45656
2055,420.9555
2056,276.05291
2057,190.8987
2058,100.56233
2059,53.40283
2060,16.59362
2061,0.0
2062,0.41296
2063,0.41296
2064,0.35155
2065,0.35155
2066,17.55405
2067,54.64849
2068,92.89038
2069,136.25618
2070,166.0633
2071,175.25742
2072,192.81281
2073,240.10265
2074,350.24045
2075,240.97691
2076,215.5007
2077,268.49215
2078,175.75656
2079,152.65799
2080,110.52727
2081,75.59631
2082,48.30859
2083,21.50645
2084,3.66047
2085,0.0
2086,0.0
2087,0.0
2088,0.0
2089,0.0
2090,3.3864
2091,17.25782
2092,42.77912
2093,53.73162
2094,69.93521
2095,102.17745
2096,104.10322
2097,95.83929
2098,154.25579
2099,149.87208
2100,146.25729
2101,169.78502
2102,152.33366
2103,129.93933
2104,109.99635
2105,85.63881
2106,67.6045
2107,23.44219
2108,4.7993
2109,0.41296
2110,0.41296
2111,0.41296
2112,0.2415
2113,0.2415
2114,12.86196
2115,50.5271
2116,109.95857
2117,188.36341
2118,219.9202
2119,301.38497
2120,482.10295
2121,663.3578
2122,734.80414
2123,681.83724
2124,641.54244
2125,661.34626
2126,370.92434
2127,314.71779
2128,165.51469
2129,154.55484
2130,102.58714
2131,44.53613
2132,14.3286
2133,0.52624
2134,0.30291
2135,0.30291
2136,0.14825
2137,0.03522
2138,8.18087
2139,32.02877
2140,75.66275
2141,81.6025
2142,98.70392
2143,122.09723
2144,249.59749
2145,294.32883
2146,370.34265
2147,426.21852
2148,477.28815
2149,381.37636
2150,269.00302
2151,204.68627
2152,144.55314
2153,105.65026
2154,79.62198
2155,38.99164
2156,12.44847
2157,0.37067
2158,0.20967
2159,0.20967
