pv_measurement,time_year,time_month,time_day,time_hour,location_A,location_B,location_C
28.4625,2019,11,27,12,0,1,0
155.32,2019,11,27,12,1,0,0
19.6,2019,11,27,13,0,0,1
6.0375,2019,11,27,13,0,1,0
52.58,2019,11,27,13,1,0,0
0.0,2019,11,27,14,0,0,1
0.0,2019,11,27,14,0,1,0
0.0,2019,11,27,14,1,0,0
0.0,2019,11,27,15,0,0,1
0.0,2019,11,27,15,0,1,0
0.0,2019,11,27,15,1,0,0
0.0,2019,11,27,16,0,0,1
0.0,2019,11,27,16,0,1,0
0.0,2019,11,27,16,1,0,0
0.0,2019,11,27,17,0,0,1
0.0,2019,11,27,17,0,1,0
0.0,2019,11,27,17,1,0,0
0.0,2019,11,27,18,0,0,1
0.0,2019,11,27,18,0,1,0
0.0,2019,11,27,18,1,0,0
0.0,2019,11,27,19,0,0,1
0.0,2019,11,27,19,0,1,0
0.0,2019,11,27,19,1,0,0
0.0,2019,11,27,20,0,0,1
0.0,2019,11,27,20,0,1,0
0.0,2019,11,27,20,1,0,0
0.0,2019,11,27,21,0,0,1
0.0,2019,11,27,21,0,1,0
0.0,2019,11,27,21,1,0,0
0.0,2019,11,27,22,0,0,1
0.0,2019,11,27,22,0,1,0
0.0,2019,11,27,22,1,0,0
0.0,2019,11,27,23,0,0,1
0.0,2019,11,27,23,0,1,0
0.0,2019,11,27,23,1,0,0
0.0,2019,11,28,0,0,0,1
0.0,2019,11,28,0,0,1,0
0.0,2019,11,28,0,1,0,0
0.0,2019,11,28,1,0,0,1
0.0,2019,11,28,1,0,1,0
0.0,2019,11,28,1,1,0,0
0.0,2019,11,28,2,0,0,1
0.0,2019,11,28,2,0,1,0
0.0,2019,11,28,2,1,0,0
0.0,2019,11,28,3,0,0,1
0.0,2019,11,28,3,0,1,0
0.0,2019,11,28,3,1,0,0
0.0,2019,11,28,4,0,0,1
0.0,2019,11,28,4,0,1,0
0.0,2019,11,28,4,1,0,0
0.0,2019,11,28,5,0,0,1
0.0,2019,11,28,5,0,1,0
0.0,2019,11,28,5,1,0,0
0.0,2019,11,28,6,0,0,1
0.0,2019,11,28,6,0,1,0
0.0,2019,11,28,6,1,0,0
0.0,2019,11,28,7,0,0,1
0.0,2019,11,28,7,0,1,0
0.0,2019,11,28,7,1,0,0
0.0,2019,11,28,8,0,0,1
0.0,2019,11,28,8,0,1,0
0.22,2019,11,28,8,1,0,0
0.0,2019,11,28,9,0,0,1
0.8625,2019,11,28,9,0,1,0
19.36,2019,11,28,9,1,0,0
19.6,2019,11,28,10,0,0,1
22.425,2019,11,28,10,0,1,0
116.82000000000001,2019,11,28,10,1,0,0
29.400000000000002,2019,11,28,11,0,0,1
27.6,2019,11,28,11,0,1,0
166.1,2019,11,28,11,1,0,0
39.2,2019,11,28,12,0,0,1
22.425,2019,11,28,12,0,1,0
164.56,2019,11,28,12,1,0,0
9.8,2019,11,28,13,0,0,1
2.5875,2019,11,28,13,0,1,0
60.28,2019,11,28,13,1,0,0
0.0,2019,11,28,14,0,0,1
0.0,2019,11,28,14,0,1,0
0.22,2019,11,28,14,1,0,0
0.0,2019,11,28,15,0,0,1
0.0,2019,11,28,15,0,1,0
0.0,2019,11,28,15,1,0,0
0.0,2019,11,28,16,0,0,1
0.0,2019,11,28,16,0,1,0
0.0,2019,11,28,16,1,0,0
0.0,2019,11,28,17,0,0,1
0.0,2019,11,28,17,0,1,0
0.0,2019,11,28,17,1,0,0
0.0,2019,11,28,18,0,0,1
0.0,2019,11,28,18,0,1,0
0.0,2019,11,28,18,1,0,0
0.0,2019,11,28,19,0,0,1
0.0,2019,11,28,19,0,1,0
0.0,2019,11,28,19,1,0,0
0.0,2019,11,28,20,0,0,1
0.0,2019,11,28,20,0,1,0
0.0,2019,11,28,20,1,0,0
0.0,2019,11,28,21,0,0,1
0.0,2019,11,28,21,0,1,0
0.0,2019,11,28,21,1,0,0
0.0,2019,11,28,22,0,0,1
0.0,2019,11,28,22,0,1,0
0.0,2019,11,28,22,1,0,0
0.0,2019,11,28,23,0,0,1
0.0,2019,11,28,23,0,1,0
0.0,2019,11,28,23,1,0,0
0.0,2019,11,29,0,0,0,1
0.0,2019,11,29,0,0,1,0
0.0,2019,11,29,0,1,0,0
0.0,2019,11,29,1,0,0,1
0.0,2019,11,29,1,0,1,0
0.0,2019,11,29,1,1,0,0
0.0,2019,11,29,2,0,0,1
0.0,2019,11,29,2,0,1,0
0.0,2019,11,29,2,1,0,0
0.0,2019,11,29,3,0,0,1
0.0,2019,11,29,3,0,1,0
0.0,2019,11,29,3,1,0,0
0.0,2019,11,29,4,0,0,1
0.0,2019,11,29,4,0,1,0
0.0,2019,11,29,4,1,0,0
0.0,2019,11,29,5,0,0,1
0.0,2019,11,29,5,0,1,0
0.0,2019,11,29,5,1,0,0
0.0,2019,11,29,6,0,0,1
0.0,2019,11,29,6,0,1,0
0.0,2019,11,29,6,1,0,0
0.0,2019,11,29,7,0,0,1
0.0,2019,11,29,7,0,1,0
0.0,2019,11,29,7,1,0,0
0.0,2019,11,29,8,0,0,1
0.0,2019,11,29,8,0,1,0
2.2,2019,11,29,8,1,0,0
0.0,2019,11,29,9,0,0,1
0.8625,2019,11,29,9,0,1,0
66.0,2019,11,29,9,1,0,0
0.0,2019,11,29,10,0,0,1
10.35,2019,11,29,10,0,1,0
105.82,2019,11,29,10,1,0,0
0.0,2019,11,29,11,0,0,1
6.9,2019,11,29,11,0,1,0
79.42,2019,11,29,11,1,0,0
0.0,2019,11,29,12,0,0,1
10.35,2019,11,29,12,0,1,0
87.11999999999999,2019,11,29,12,1,0,0
0.0,2019,11,29,13,0,0,1
0.0,2019,11,29,13,0,1,0
8.58,2019,11,29,13,1,0,0
0.0,2019,11,29,14,0,0,1
0.0,2019,11,29,14,0,1,0
0.0,2019,11,29,14,1,0,0
0.0,2019,11,29,15,0,0,1
0.0,2019,11,29,15,0,1,0
0.0,2019,11,29,15,1,0,0
0.0,2019,11,29,16,0,0,1
0.0,2019,11,29,16,0,1,0
0.0,2019,11,29,16,1,0,0
0.0,2019,11,29,17,0,0,1
0.0,2019,11,29,17,0,1,0
0.0,2019,11,29,17,1,0,0
0.0,2019,11,29,18,0,0,1
0.0,2019,11,29,18,0,1,0
0.0,2019,11,29,18,1,0,0
0.0,2019,11,29,19,0,0,1
0.0,2019,11,29,19,0,1,0
0.0,2019,11,29,19,1,0,0
0.0,2019,11,29,20,0,0,1
0.0,2019,11,29,20,0,1,0
0.0,2019,11,29,20,1,0,0
0.0,2019,11,29,21,0,0,1
0.0,2019,11,29,21,0,1,0
0.0,2019,11,29,21,1,0,0
0.0,2019,11,29,22,0,0,1
0.0,2019,11,29,22,0,1,0
0.0,2019,11,29,22,1,0,0
0.0,2019,11,29,23,0,0,1
0.0,2019,11,29,23,0,1,0
0.0,2019,11,29,23,1,0,0
0.0,2019,11,30,0,0,0,1
0.0,2019,11,30,0,0,1,0
0.0,2019,11,30,0,1,0,0
0.0,2019,11,30,1,0,0,1
0.0,2019,11,30,1,0,1,0
0.0,2019,11,30,1,1,0,0
0.0,2019,11,30,2,0,0,1
0.0,2019,11,30,2,0,1,0
0.0,2019,11,30,2,1,0,0
0.0,2019,11,30,3,0,0,1
0.0,2019,11,30,3,0,1,0
0.0,2019,11,30,3,1,0,0
0.0,2019,11,30,4,0,0,1
0.0,2019,11,30,4,0,1,0
0.0,2019,11,30,4,1,0,0
0.0,2019,11,30,5,0,0,1
0.0,2019,11,30,5,0,1,0
0.0,2019,11,30,5,1,0,0
0.0,2019,11,30,6,0,0,1
0.0,2019,11,30,6,0,1,0
0.0,2019,11,30,6,1,0,0
0.0,2019,11,30,7,0,0,1
0.0,2019,11,30,7,0,1,0
0.0,2019,11,30,7,1,0,0
0.0,2019,11,30,8,0,0,1
0.0,2019,11,30,8,0,1,0
0.44,2019,11,30,8,1,0,0
0.0,2019,11,30,9,0,0,1
0.0,2019,11,30,9,0,1,0
6.6,2019,11,30,9,1,0,0
0.0,2019,11,30,10,0,0,1
2.5875,2019,11,30,10,0,1,0
89.32000000000001,2019,11,30,10,1,0,0
0.0,2019,11,30,11,0,0,1
6.0375,2019,11,30,11,0,1,0
69.52,2019,11,30,11,1,0,0
0.0,2019,11,30,12,0,0,1
0.0,2019,11,30,12,0,1,0
5.06,2019,11,30,12,1,0,0
0.0,2019,11,30,13,0,0,1
0.0,2019,11,30,13,0,1,0
6.16,2019,11,30,13,1,0,0
0.0,2019,11,30,14,0,0,1
0.0,2019,11,30,14,0,1,0
0.0,2019,11,30,14,1,0,0
0.0,2019,11,30,15,0,0,1
0.0,2019,11,30,15,0,1,0
0.0,2019,11,30,15,1,0,0
0.0,2019,11,30,16,0,0,1
0.0,2019,11,30,16,0,1,0
0.0,2019,11,30,16,1,0,0
0.0,2019,11,30,17,0,0,1
0.0,2019,11,30,17,0,1,0
0.0,2019,11,30,17,1,0,0
0.0,2019,11,30,18,0,0,1
0.0,2019,11,30,18,0,1,0
0.0,2019,11,30,18,1,0,0
0.0,2019,11,30,19,0,0,1
0.0,2019,11,30,19,0,1,0
0.0,2019,11,30,19,1,0,0
0.0,2019,11,30,20,0,0,1
0.0,2019,11,30,20,0,1,0
0.0,2019,11,30,20,1,0,0
0.0,2019,11,30,21,0,0,1
0.0,2019,11,30,21,0,1,0
0.0,2019,11,30,21,1,0,0
0.0,2019,11,30,22,0,0,1
0.0,2019,11,30,22,0,1,0
0.0,2019,11,30,22,1,0,0
0.0,2019,11,30,23,0,0,1
0.0,2019,11,30,23,0,1,0
0.0,2019,11,30,23,1,0,0
0.0,2019,12,1,0,0,0,1
0.0,2019,12,1,0,0,1,0
0.0,2019,12,1,0,1,0,0
0.0,2019,12,1,1,0,0,1
0.0,2019,12,1,1,0,1,0
0.0,2019,12,1,1,1,0,0
0.0,2019,12,1,2,0,0,1
0.0,2019,12,1,2,0,1,0
0.0,2019,12,1,2,1,0,0
0.0,2019,12,1,3,0,0,1
0.0,2019,12,1,3,0,1,0
0.0,2019,12,1,3,1,0,0
0.0,2019,12,1,4,0,0,1
0.0,2019,12,1,4,0,1,0
0.0,2019,12,1,4,1,0,0
0.0,2019,12,1,5,0,0,1
0.0,2019,12,1,5,0,1,0
0.0,2019,12,1,5,1,0,0
0.0,2019,12,1,6,0,0,1
0.0,2019,12,1,6,0,1,0
0.0,2019,12,1,6,1,0,0
0.0,2019,12,1,7,0,0,1
0.0,2019,12,1,7,0,1,0
0.0,2019,12,1,7,1,0,0
0.0,2019,12,1,8,0,0,1
0.0,2019,12,1,8,0,1,0
0.0,2019,12,1,8,1,0,0
0.0,2019,12,1,9,0,0,1
0.0,2019,12,1,9,0,1,0
4.4,2019,12,1,9,1,0,0
0.0,2019,12,1,10,0,0,1
3.45,2019,12,1,10,0,1,0
66.0,2019,12,1,10,1,0,0
0.0,2019,12,1,11,0,0,1
2.5875,2019,12,1,11,0,1,0
41.8,2019,12,1,11,1,0,0
0.0,2019,12,1,12,0,0,1
0.0,2019,12,1,12,0,1,0
4.619999999999998,2019,12,1,12,1,0,0
0.0,2019,12,1,13,0,0,1
0.0,2019,12,1,13,0,1,0
0.0,2019,12,1,13,1,0,0
0.0,2019,12,1,14,0,0,1
0.0,2019,12,1,14,0,1,0
0.0,2019,12,1,14,1,0,0
0.0,2019,12,1,15,0,0,1
0.0,2019,12,1,15,0,1,0
0.0,2019,12,1,15,1,0,0
0.0,2019,12,1,16,0,0,1
0.0,2019,12,1,16,0,1,0
0.0,2019,12,1,16,1,0,0
0.0,2019,12,1,17,0,0,1
0.0,2019,12,1,17,0,1,0
0.0,2019,12,1,17,1,0,0
0.0,2019,12,1,18,0,0,1
0.0,2019,12,1,18,0,1,0
0.0,2019,12,1,18,1,0,0
0.0,2019,12,1,19,0,0,1
0.0,2019,12,1,19,0,1,0
0.0,2019,12,1,19,1,0,0
0.0,2019,12,1,20,0,0,1
0.0,2019,12,1,20,0,1,0
0.0,2019,12,1,20,1,0,0
0.0,2019,12,1,21,0,0,1
0.0,2019,12,1,21,0,1,0
0.0,2019,12,1,21,1,0,0
0.0,2019,12,1,22,0,0,1
0.0,2019,12,1,22,0,1,0
0.0,2019,12,1,22,1,0,0
0.0,2019,12,1,23,0,0,1
0.0,2019,12,1,23,0,1,0
0.0,2019,12,1,23,1,0,0
0.0,2019,12,2,0,0,0,1
0.0,2019,12,2,0,0,1,0
0.0,2019,12,2,0,1,0,0
0.0,2019,12,2,1,0,0,1
0.0,2019,12,2,1,0,1,0
0.0,2019,12,2,1,1,0,0
0.0,2019,12,2,2,0,0,1
0.0,2019,12,2,2,0,1,0
0.0,2019,12,2,2,1,0,0
0.0,2019,12,2,3,0,0,1
0.0,2019,12,2,3,0,1,0
0.0,2019,12,2,3,1,0,0
0.0,2019,12,2,4,0,0,1
0.0,2019,12,2,4,0,1,0
0.0,2019,12,2,4,1,0,0
0.0,2019,12,2,5,0,0,1
0.0,2019,12,2,5,0,1,0
0.0,2019,12,2,5,1,0,0
0.0,2019,12,2,6,0,0,1
0.0,2019,12,2,6,0,1,0
0.0,2019,12,2,6,1,0,0
0.0,2019,12,2,7,0,0,1
0.0,2019,12,2,7,0,1,0
0.0,2019,12,2,7,1,0,0
0.0,2019,12,2,8,0,0,1
0.0,2019,12,2,8,0,1,0
0.0,2019,12,2,8,1,0,0
0.0,2019,12,2,9,0,0,1
0.0,2019,12,2,9,0,1,0
5.9399999999999995,2019,12,2,9,1,0,0
0.0,2019,12,2,10,0,0,1
0.0,2019,12,2,10,0,1,0
40.26,2019,12,2,10,1,0,0
0.0,2019,12,2,11,0,0,1
0.0,2019,12,2,11,0,1,0
50.82,2019,12,2,11,1,0,0
0.0,2019,12,2,12,0,0,1
0.0,2019,12,2,12,0,1,0
5.5,2019,12,2,12,1,0,0
0.0,2019,12,2,13,0,0,1
0.0,2019,12,2,13,0,1,0
0.22,2019,12,2,13,1,0,0
0.0,2019,12,2,14,0,0,1
0.0,2019,12,2,14,0,1,0
0.0,2019,12,2,14,1,0,0
0.0,2019,12,2,15,0,0,1
0.0,2019,12,2,15,0,1,0
0.0,2019,12,2,15,1,0,0
0.0,2019,12,2,16,0,0,1
0.0,2019,12,2,16,0,1,0
0.0,2019,12,2,16,1,0,0
0.0,2019,12,2,17,0,0,1
0.0,2019,12,2,17,0,1,0
0.0,2019,12,2,17,1,0,0
0.0,2019,12,2,18,0,0,1
0.0,2019,12,2,18,0,1,0
0.0,2019,12,2,18,1,0,0
0.0,2019,12,2,19,0,0,1
0.0,2019,12,2,19,0,1,0
0.0,2019,12,2,19,1,0,0
0.0,2019,12,2,20,0,0,1
0.0,2019,12,2,20,0,1,0
0.0,2019,12,2,20,1,0,0
0.0,2019,12,2,21,0,0,1
0.0,2019,12,2,21,0,1,0
0.0,2019,12,2,21,1,0,0
0.0,2019,12,2,22,0,0,1
0.0,2019,12,2,22,0,1,0
0.0,2019,12,2,22,1,0,0
0.0,2019,12,2,23,0,0,1
0.0,2019,12,2,23,0,1,0
0.0,2019,12,2,23,1,0,0
0.0,2019,12,3,0,0,0,1
0.0,2019,12,3,0,0,1,0
0.0,2019,12,3,0,1,0,0
0.0,2019,12,3,1,0,0,1
0.0,2019,12,3,1,0,1,0
0.0,2019,12,3,1,1,0,0
0.0,2019,12,3,2,0,0,1
0.0,2019,12,3,2,0,1,0
0.0,2019,12,3,2,1,0,0
0.0,2019,12,3,3,0,0,1
0.0,2019,12,3,3,0,1,0
0.0,2019,12,3,3,1,0,0
0.0,2019,12,3,4,0,0,1
0.0,2019,12,3,4,0,1,0
0.0,2019,12,3,4,1,0,0
0.0,2019,12,3,5,0,0,1
0.0,2019,12,3,5,0,1,0
0.0,2019,12,3,5,1,0,0
0.0,2019,12,3,6,0,0,1
0.0,2019,12,3,6,0,1,0
0.0,2019,12,3,6,1,0,0
0.0,2019,12,3,7,0,0,1
0.0,2019,12,3,7,0,1,0
0.0,2019,12,3,7,1,0,0
0.0,2019,12,3,8,0,0,1
0.0,2019,12,3,8,0,1,0
0.0,2019,12,3,8,1,0,0
0.0,2019,12,3,9,0,0,1
0.0,2019,12,3,9,0,1,0
0.0,2019,12,3,9,1,0,0
0.0,2019,12,3,10,0,0,1
0.0,2019,12,3,10,0,1,0
3.08,2019,12,3,10,1,0,0
0.0,2019,12,3,11,0,0,1
0.0,2019,12,3,11,0,1,0
3.52,2019,12,3,11,1,0,0
0.0,2019,12,3,12,0,0,1
0.0,2019,12,3,12,0,1,0
3.08,2019,12,3,12,1,0,0
0.0,2019,12,3,13,0,0,1
0.0,2019,12,3,13,0,1,0
0.0,2019,12,3,13,1,0,0
0.0,2019,12,3,14,0,0,1
0.0,2019,12,3,14,0,1,0
0.0,2019,12,3,14,1,0,0
0.0,2019,12,3,15,0,0,1
0.0,2019,12,3,15,0,1,0
0.0,2019,12,3,15,1,0,0
0.0,2019,12,3,16,0,0,1
0.0,2019,12,3,16,0,1,0
0.0,2019,12,3,16,1,0,0
0.0,2019,12,3,17,0,0,1
0.0,2019,12,3,17,0,1,0
0.0,2019,12,3,17,1,0,0
0.0,2019,12,3,18,0,0,1
0.0,2019,12,3,18,0,1,0
0.0,2019,12,3,18,1,0,0
0.0,2019,12,3,19,0,0,1
0.0,2019,12,3,19,0,1,0
0.0,2019,12,3,19,1,0,0
0.0,2019,12,3,20,0,0,1
0.0,2019,12,3,20,0,1,0
0.0,2019,12,3,20,1,0,0
0.0,2019,12,3,21,0,0,1
0.0,2019,12,3,21,0,1,0
0.0,2019,12,3,21,1,0,0
0.0,2019,12,3,22,0,0,1
0.0,2019,12,3,22,0,1,0
0.0,2019,12,3,22,1,0,0
0.0,2019,12,3,23,0,0,1
0.0,2019,12,3,23,0,1,0
0.0,2019,12,3,23,1,0,0
0.0,2019,12,4,0,0,0,1
0.0,2019,12,4,0,0,1,0
0.0,2019,12,4,0,1,0,0
0.0,2019,12,4,1,0,0,1
0.0,2019,12,4,1,0,1,0
0.0,2019,12,4,1,1,0,0
0.0,2019,12,4,2,0,0,1
0.0,2019,12,4,2,0,1,0
0.0,2019,12,4,2,1,0,0
0.0,2019,12,4,3,0,0,1
0.0,2019,12,4,3,0,1,0
0.0,2019,12,4,3,1,0,0
0.0,2019,12,4,4,0,0,1
0.0,2019,12,4,4,0,1,0
0.0,2019,12,4,4,1,0,0
0.0,2019,12,4,5,0,0,1
0.0,2019,12,4,5,0,1,0
0.0,2019,12,4,5,1,0,0
0.0,2019,12,4,6,0,0,1
0.0,2019,12,4,6,0,1,0
0.0,2019,12,4,6,1,0,0
0.0,2019,12,4,7,0,0,1
0.0,2019,12,4,7,0,1,0
0.0,2019,12,4,7,1,0,0
0.0,2019,12,4,8,0,0,1
0.0,2019,12,4,8,0,1,0
11.219999999999999,2019,12,4,8,1,0,0
0.0,2019,12,4,9,0,0,1
1.725,2019,12,4,9,0,1,0
45.76,2019,12,4,9,1,0,0
0.0,2019,12,4,10,0,0,1
6.9,2019,12,4,10,0,1,0
67.53999999999999,2019,12,4,10,1,0,0
0.0,2019,12,4,11,0,0,1
18.1125,2019,12,4,11,0,1,0
127.38,2019,12,4,11,1,0,0
0.0,2019,12,4,12,0,0,1
3.45,2019,12,4,12,0,1,0
43.34,2019,12,4,12,1,0,0
0.0,2019,12,4,13,0,0,1
0.0,2019,12,4,13,0,1,0
0.22,2019,12,4,13,1,0,0
0.0,2019,12,4,14,0,0,1
0.0,2019,12,4,14,0,1,0
0.0,2019,12,4,14,1,0,0
0.0,2019,12,4,15,0,0,1
0.0,2019,12,4,15,0,1,0
0.0,2019,12,4,15,1,0,0
0.0,2019,12,4,16,0,0,1
0.0,2019,12,4,16,0,1,0
0.0,2019,12,4,16,1,0,0
0.0,2019,12,4,17,0,0,1
0.0,2019,12,4,17,0,1,0
0.0,2019,12,4,17,1,0,0
0.0,2019,12,4,18,0,0,1
0.0,2019,12,4,18,0,1,0
0.0,2019,12,4,18,1,0,0
0.0,2019,12,4,19,0,0,1
0.0,2019,12,4,19,0,1,0
0.0,2019,12,4,19,1,0,0
0.0,2019,12,4,20,0,0,1
0.0,2019,12,4,20,0,1,0
0.0,2019,12,4,20,1,0,0
0.0,2019,12,4,21,0,0,1
0.0,2019,12,4,21,0,1,0
0.0,2019,12,4,21,1,0,0
0.0,2019,12,4,22,0,0,1
0.0,2019,12,4,22,0,1,0
0.0,2019,12,4,22,1,0,0
0.0,2019,12,4,23,0,0,1
0.0,2019,12,4,23,0,1,0
0.0,2019,12,4,23,1,0,0
0.0,2019,12,5,0,0,0,1
0.0,2019,12,5,0,0,1,0
0.0,2019,12,5,0,1,0,0
0.0,2019,12,5,1,0,0,1
0.0,2019,12,5,1,0,1,0
0.0,2019,12,5,1,1,0,0
0.0,2019,12,5,2,0,0,1
0.0,2019,12,5,2,0,1,0
0.0,2019,12,5,2,1,0,0
0.0,2019,12,5,3,0,0,1
0.0,2019,12,5,3,0,1,0
0.0,2019,12,5,3,1,0,0
0.0,2019,12,5,4,0,0,1
0.0,2019,12,5,4,0,1,0
0.0,2019,12,5,4,1,0,0
0.0,2019,12,5,5,0,0,1
0.0,2019,12,5,5,0,1,0
0.0,2019,12,5,5,1,0,0
0.0,2019,12,5,6,0,0,1
0.0,2019,12,5,6,0,1,0
0.0,2019,12,5,6,1,0,0
0.0,2019,12,5,7,0,0,1
0.0,2019,12,5,7,0,1,0
0.0,2019,12,5,7,1,0,0
0.0,2019,12,5,8,0,0,1
0.0,2019,12,5,8,0,1,0
0.0,2019,12,5,8,1,0,0
0.0,2019,12,5,9,0,0,1
0.0,2019,12,5,9,0,1,0
8.58,2019,12,5,9,1,0,0
9.8,2019,12,5,10,0,0,1
3.45,2019,12,5,10,0,1,0
42.9,2019,12,5,10,1,0,0
9.8,2019,12,5,11,0,0,1
12.9375,2019,12,5,11,0,1,0
91.3,2019,12,5,11,1,0,0
9.8,2019,12,5,12,0,0,1
8.625,2019,12,5,12,0,1,0
71.06,2019,12,5,12,1,0,0
0.0,2019,12,5,13,0,0,1
0.0,2019,12,5,13,0,1,0
4.18,2019,12,5,13,1,0,0
0.0,2019,12,5,14,0,0,1
0.0,2019,12,5,14,0,1,0
0.0,2019,12,5,14,1,0,0
0.0,2019,12,5,15,0,0,1
0.0,2019,12,5,15,0,1,0
0.0,2019,12,5,15,1,0,0
0.0,2019,12,5,16,0,0,1
0.0,2019,12,5,16,0,1,0
0.0,2019,12,5,16,1,0,0
0.0,2019,12,5,17,0,0,1
0.0,2019,12,5,17,0,1,0
0.0,2019,12,5,17,1,0,0
0.0,2019,12,5,18,0,0,1
0.0,2019,12,5,18,0,1,0
0.0,2019,12,5,18,1,0,0
0.0,2019,12,5,19,0,0,1
0.0,2019,12,5,19,0,1,0
0.0,2019,12,5,19,1,0,0
0.0,2019,12,5,20,0,0,1
0.0,2019,12,5,20,0,1,0
0.0,2019,12,5,20,1,0,0
0.0,2019,12,5,21,0,0,1
0.0,2019,12,5,21,0,1,0
0.0,2019,12,5,21,1,0,0
0.0,2019,12,5,22,0,0,1
0.0,2019,12,5,22,0,1,0
0.0,2019,12,5,22,1,0,0
0.0,2019,12,5,23,0,0,1
0.0,2019,12,5,23,0,1,0
0.0,2019,12,5,23,1,0,0
0.0,2019,12,6,0,0,0,1
0.0,2019,12,6,0,0,1,0
0.0,2019,12,6,0,1,0,0
0.0,2019,12,6,1,0,0,1
0.0,2019,12,6,1,0,1,0
0.0,2019,12,6,1,1,0,0
0.0,2019,12,6,2,0,0,1
0.0,2019,12,6,2,0,1,0
0.0,2019,12,6,2,1,0,0
0.0,2019,12,6,3,0,0,1
0.0,2019,12,6,3,0,1,0
0.0,2019,12,6,3,1,0,0
0.0,2019,12,6,4,0,0,1
0.0,2019,12,6,4,0,1,0
0.0,2019,12,6,4,1,0,0
0.0,2019,12,6,5,0,0,1
0.0,2019,12,6,5,0,1,0
0.0,2019,12,6,5,1,0,0
0.0,2019,12,6,6,0,0,1
0.0,2019,12,6,6,0,1,0
0.0,2019,12,6,6,1,0,0
0.0,2019,12,6,7,0,0,1
0.0,2019,12,6,7,0,1,0
0.0,2019,12,6,7,1,0,0
0.0,2019,12,6,8,0,0,1
0.0,2019,12,6,8,0,1,0
1.32,2019,12,6,8,1,0,0
0.0,2019,12,6,9,0,0,1
0.8625,2019,12,6,9,0,1,0
33.44,2019,12,6,9,1,0,0
9.8,2019,12,6,10,0,0,1
2.5875,2019,12,6,10,0,1,0
81.4,2019,12,6,10,1,0,0
9.8,2019,12,6,11,0,0,1
1.725,2019,12,6,11,0,1,0
55.22,2019,12,6,11,1,0,0
0.0,2019,12,6,12,0,0,1
0.0,2019,12,6,12,0,1,0
39.16,2019,12,6,12,1,0,0
0.0,2019,12,6,13,0,0,1
0.0,2019,12,6,13,0,1,0
3.9599999999999995,2019,12,6,13,1,0,0
0.0,2019,12,6,14,0,0,1
0.0,2019,12,6,14,0,1,0
0.0,2019,12,6,14,1,0,0
0.0,2019,12,6,15,0,0,1
0.0,2019,12,6,15,0,1,0
0.0,2019,12,6,15,1,0,0
0.0,2019,12,6,16,0,0,1
0.0,2019,12,6,16,0,1,0
0.0,2019,12,6,16,1,0,0
0.0,2019,12,6,17,0,0,1
0.0,2019,12,6,17,0,1,0
0.0,2019,12,6,17,1,0,0
0.0,2019,12,6,18,0,0,1
0.0,2019,12,6,18,0,1,0
0.0,2019,12,6,18,1,0,0
0.0,2019,12,6,19,0,0,1
0.0,2019,12,6,19,0,1,0
0.0,2019,12,6,19,1,0,0
0.0,2019,12,6,20,0,0,1
0.0,2019,12,6,20,0,1,0
0.0,2019,12,6,20,1,0,0
0.0,2019,12,6,21,0,0,1
0.0,2019,12,6,21,0,1,0
0.0,2019,12,6,21,1,0,0
0.0,2019,12,6,22,0,0,1
0.0,2019,12,6,22,0,1,0
0.0,2019,12,6,22,1,0,0
0.0,2019,12,6,23,0,0,1
0.0,2019,12,6,23,0,1,0
0.0,2019,12,6,23,1,0,0
0.0,2019,12,7,0,0,0,1
0.0,2019,12,7,0,0,1,0
0.0,2019,12,7,0,1,0,0
0.0,2019,12,7,1,0,0,1
0.0,2019,12,7,1,0,1,0
0.0,2019,12,7,1,1,0,0
0.0,2019,12,7,2,0,0,1
0.0,2019,12,7,2,0,1,0
0.0,2019,12,7,2,1,0,0
0.0,2019,12,7,3,0,0,1
0.0,2019,12,7,3,0,1,0
0.0,2019,12,7,3,1,0,0
0.0,2019,12,7,4,0,0,1
0.0,2019,12,7,4,0,1,0
0.0,2019,12,7,4,1,0,0
0.0,2019,12,7,5,0,0,1
0.0,2019,12,7,5,0,1,0
0.0,2019,12,7,5,1,0,0
0.0,2019,12,7,6,0,0,1
0.0,2019,12,7,6,0,1,0
0.0,2019,12,7,6,1,0,0
0.0,2019,12,7,7,0,0,1
0.0,2019,12,7,7,0,1,0
0.0,2019,12,7,7,1,0,0
0.0,2019,12,7,8,0,0,1
0.0,2019,12,7,8,0,1,0
0.0,2019,12,7,8,1,0,0
0.0,2019,12,7,9,0,0,1
1.725,2019,12,7,9,0,1,0
33.88,2019,12,7,9,1,0,0
9.8,2019,12,7,10,0,0,1
7.7625,2019,12,7,10,0,1,0
97.89999999999999,2019,12,7,10,1,0,0
19.6,2019,12,7,11,0,0,1
12.9375,2019,12,7,11,0,1,0
100.54,2019,12,7,11,1,0,0
9.8,2019,12,7,12,0,0,1
8.625,2019,12,7,12,0,1,0
88.22,2019,12,7,12,1,0,0
0.0,2019,12,7,13,0,0,1
0.0,2019,12,7,13,0,1,0
10.780000000000001,2019,12,7,13,1,0,0
0.0,2019,12,7,14,0,0,1
0.0,2019,12,7,14,0,1,0
0.0,2019,12,7,14,1,0,0
0.0,2019,12,7,15,0,0,1
0.0,2019,12,7,15,0,1,0
0.0,2019,12,7,15,1,0,0
