pv_measurement,year,month,day,hour,location_A,location_B,location_C
100.97999999999999,2020,12,8,11,True,False,False
73.04,2020,12,8,12,True,False,False
7.260000000000001,2020,12,8,13,True,False,False
0.0,2020,12,8,14,True,False,False
0.0,2020,12,8,15,True,False,False
0.0,2020,12,8,16,True,False,False
0.0,2020,12,8,17,True,False,False
0.0,2020,12,8,18,True,False,False
0.0,2020,12,8,19,True,False,False
0.0,2020,12,8,20,True,False,False
0.0,2020,12,8,21,True,False,False
0.0,2020,12,8,22,True,False,False
0.0,2020,12,8,23,True,False,False
0.0,2020,12,9,0,True,False,False
0.0,2020,12,9,1,True,False,False
0.0,2020,12,9,2,True,False,False
0.0,2020,12,9,3,True,False,False
0.0,2020,12,9,4,True,False,False
0.0,2020,12,9,5,True,False,False
0.0,2020,12,9,6,True,False,False
0.0,2020,12,9,7,True,False,False
6.16,2020,12,9,8,True,False,False
65.34,2020,12,9,9,True,False,False
71.72,2020,12,9,10,True,False,False
139.7,2020,12,9,11,True,False,False
114.84,2020,12,9,12,True,False,False
15.839999999999998,2020,12,9,13,True,False,False
0.0,2020,12,9,14,True,False,False
0.0,2020,12,9,15,True,False,False
0.0,2020,12,9,16,True,False,False
0.0,2020,12,9,17,True,False,False
0.0,2020,12,9,18,True,False,False
0.0,2020,12,9,19,True,False,False
0.0,2020,12,9,20,True,False,False
0.0,2020,12,9,21,True,False,False
0.0,2020,12,9,22,True,False,False
0.0,2020,12,9,23,True,False,False
0.0,2020,12,10,0,True,False,False
0.0,2020,12,10,1,True,False,False
0.0,2020,12,10,2,True,False,False
0.0,2020,12,10,3,True,False,False
0.0,2020,12,10,4,True,False,False
0.0,2020,12,10,5,True,False,False
0.0,2020,12,10,6,True,False,False
0.0,2020,12,10,7,True,False,False
0.22,2020,12,10,8,True,False,False
71.28,2020,12,10,9,True,False,False
171.16,2020,12,10,10,True,False,False
248.15999999999997,2020,12,10,11,True,False,False
130.9,2020,12,10,12,True,False,False
8.8,2020,12,10,13,True,False,False
0.0,2020,12,10,14,True,False,False
0.0,2020,12,10,15,True,False,False
0.0,2020,12,10,16,True,False,False
0.0,2020,12,10,17,True,False,False
0.0,2020,12,10,18,True,False,False
0.0,2020,12,10,19,True,False,False
0.0,2020,12,10,20,True,False,False
0.0,2020,12,10,21,True,False,False
0.0,2020,12,10,22,True,False,False
0.0,2020,12,10,23,True,False,False
0.0,2020,12,11,0,True,False,False
0.0,2020,12,11,1,True,False,False
0.0,2020,12,11,2,True,False,False
0.0,2020,12,11,3,True,False,False
0.0,2020,12,11,4,True,False,False
0.0,2020,12,11,5,True,False,False
0.0,2020,12,11,6,True,False,False
0.0,2020,12,11,7,True,False,False
6.82,2020,12,11,8,True,False,False
91.52,2020,12,11,9,True,False,False
486.64000000000004,2020,12,11,10,True,False,False
205.26000000000002,2020,12,11,11,True,False,False
419.76,2020,12,11,12,True,False,False
22.220000000000002,2020,12,11,13,True,False,False
0.0,2020,12,11,14,True,False,False
0.0,2020,12,11,15,True,False,False
0.0,2020,12,11,16,True,False,False
0.0,2020,12,11,17,True,False,False
0.0,2020,12,11,18,True,False,False
0.0,2020,12,11,19,True,False,False
0.0,2020,12,11,20,True,False,False
0.0,2020,12,11,21,True,False,False
0.0,2020,12,11,22,True,False,False
0.0,2020,12,11,23,True,False,False
0.0,2020,12,12,0,True,False,False
0.0,2020,12,12,1,True,False,False
0.0,2020,12,12,2,True,False,False
0.0,2020,12,12,3,True,False,False
0.0,2020,12,12,4,True,False,False
0.0,2020,12,12,5,True,False,False
0.0,2020,12,12,6,True,False,False
0.0,2020,12,12,7,True,False,False
2.64,2020,12,12,8,True,False,False
56.760000000000005,2020,12,12,9,True,False,False
161.7,2020,12,12,10,True,False,False
179.29999999999998,2020,12,12,11,True,False,False
471.9,2020,12,12,12,True,False,False
24.86,2020,12,12,13,True,False,False
0.0,2020,12,12,14,True,False,False
0.0,2020,12,12,15,True,False,False
0.0,2020,12,12,16,True,False,False
0.0,2020,12,12,17,True,False,False
0.0,2020,12,12,18,True,False,False
0.0,2020,12,12,19,True,False,False
0.0,2020,12,12,20,True,False,False
0.0,2020,12,12,21,True,False,False
0.0,2020,12,12,22,True,False,False
0.0,2020,12,12,23,True,False,False
0.0,2020,12,13,0,True,False,False
0.0,2020,12,13,1,True,False,False
0.0,2020,12,13,2,True,False,False
0.0,2020,12,13,3,True,False,False
0.0,2020,12,13,4,True,False,False
0.0,2020,12,13,5,True,False,False
0.0,2020,12,13,6,True,False,False
0.0,2020,12,13,7,True,False,False
2.64,2020,12,13,8,True,False,False
134.64,2020,12,13,9,True,False,False
664.8399999999999,2020,12,13,10,True,False,False
749.76,2020,12,13,11,True,False,False
116.37999999999998,2020,12,13,12,True,False,False
9.9,2020,12,13,13,True,False,False
0.0,2020,12,13,14,True,False,False
0.0,2020,12,13,15,True,False,False
0.0,2020,12,13,16,True,False,False
0.0,2020,12,13,17,True,False,False
0.0,2020,12,13,18,True,False,False
0.0,2020,12,13,19,True,False,False
0.0,2020,12,13,20,True,False,False
0.0,2020,12,13,21,True,False,False
0.0,2020,12,13,22,True,False,False
0.0,2020,12,13,23,True,False,False
0.0,2020,12,14,0,True,False,False
0.0,2020,12,14,1,True,False,False
0.0,2020,12,14,2,True,False,False
0.0,2020,12,14,3,True,False,False
0.0,2020,12,14,4,True,False,False
0.0,2020,12,14,5,True,False,False
0.0,2020,12,14,6,True,False,False
0.0,2020,12,14,7,True,False,False
1.76,2020,12,14,8,True,False,False
45.099999999999994,2020,12,14,9,True,False,False
66.0,2020,12,14,10,True,False,False
79.42,2020,12,14,11,True,False,False
35.42,2020,12,14,12,True,False,False
0.22,2020,12,14,13,True,False,False
0.0,2020,12,14,14,True,False,False
0.0,2020,12,14,15,True,False,False
0.0,2020,12,14,16,True,False,False
0.0,2020,12,14,17,True,False,False
0.0,2020,12,14,18,True,False,False
0.0,2020,12,14,19,True,False,False
0.0,2020,12,14,20,True,False,False
0.0,2020,12,14,21,True,False,False
0.0,2020,12,14,22,True,False,False
0.0,2020,12,14,23,True,False,False
0.0,2020,12,15,0,True,False,False
0.0,2020,12,15,1,True,False,False
0.0,2020,12,15,2,True,False,False
0.0,2020,12,15,3,True,False,False
0.0,2020,12,15,4,True,False,False
0.0,2020,12,15,5,True,False,False
0.0,2020,12,15,6,True,False,False
0.0,2020,12,15,7,True,False,False
0.0,2020,12,15,8,True,False,False
57.42,2020,12,15,9,True,False,False
353.54,2020,12,15,10,True,False,False
185.9,2020,12,15,11,True,False,False
50.82,2020,12,15,12,True,False,False
4.84,2020,12,15,13,True,False,False
0.0,2020,12,15,14,True,False,False
0.0,2020,12,15,15,True,False,False
0.0,2020,12,15,16,True,False,False
0.0,2020,12,15,17,True,False,False
0.0,2020,12,15,18,True,False,False
0.0,2020,12,15,19,True,False,False
0.0,2020,12,15,20,True,False,False
0.0,2020,12,15,21,True,False,False
0.0,2020,12,15,22,True,False,False
0.0,2020,12,15,23,True,False,False
0.0,2020,12,16,0,True,False,False
0.0,2020,12,16,1,True,False,False
0.0,2020,12,16,2,True,False,False
0.0,2020,12,16,3,True,False,False
0.0,2020,12,16,4,True,False,False
0.0,2020,12,16,5,True,False,False
0.0,2020,12,16,6,True,False,False
0.0,2020,12,16,7,True,False,False
0.22,2020,12,16,8,True,False,False
44.660000000000004,2020,12,16,9,True,False,False
61.82000000000001,2020,12,16,10,True,False,False
38.059999999999995,2020,12,16,11,True,False,False
31.24,2020,12,16,12,True,False,False
0.0,2020,12,16,13,True,False,False
0.0,2020,12,16,14,True,False,False
0.0,2020,12,16,15,True,False,False
0.0,2020,12,16,16,True,False,False
0.0,2020,12,16,17,True,False,False
0.0,2020,12,16,18,True,False,False
0.0,2020,12,16,19,True,False,False
0.0,2020,12,16,20,True,False,False
0.0,2020,12,16,21,True,False,False
0.0,2020,12,16,22,True,False,False
0.0,2020,12,16,23,True,False,False
0.0,2020,12,17,0,True,False,False
0.0,2020,12,17,1,True,False,False
0.0,2020,12,17,2,True,False,False
0.0,2020,12,17,3,True,False,False
0.0,2020,12,17,4,True,False,False
0.0,2020,12,17,5,True,False,False
0.0,2020,12,17,6,True,False,False
0.0,2020,12,17,7,True,False,False
0.0,2020,12,17,8,True,False,False
0.0,2020,12,17,9,True,False,False
10.12,2020,12,17,10,True,False,False
17.82,2020,12,17,11,True,False,False
3.52,2020,12,17,12,True,False,False
0.0,2020,12,17,13,True,False,False
0.0,2020,12,17,14,True,False,False
0.0,2020,12,17,15,True,False,False
0.0,2020,12,17,16,True,False,False
0.0,2020,12,17,17,True,False,False
0.0,2020,12,17,18,True,False,False
0.0,2020,12,17,19,True,False,False
0.0,2020,12,17,20,True,False,False
0.0,2020,12,17,21,True,False,False
0.0,2020,12,17,22,True,False,False
0.0,2020,12,17,23,True,False,False
0.0,2020,12,18,0,True,False,False
0.0,2020,12,18,1,True,False,False
0.0,2020,12,18,2,True,False,False
0.0,2020,12,18,3,True,False,False
0.0,2020,12,18,4,True,False,False
0.0,2020,12,18,5,True,False,False
0.0,2020,12,18,6,True,False,False
0.0,2020,12,18,7,True,False,False
3.08,2020,12,18,8,True,False,False
96.36,2020,12,18,9,True,False,False
630.9599999999999,2020,12,18,10,True,False,False
210.32,2020,12,18,11,True,False,False
68.64,2020,12,18,12,True,False,False
10.56,2020,12,18,13,True,False,False
0.0,2020,12,18,14,True,False,False
0.0,2020,12,18,15,True,False,False
0.0,2020,12,18,16,True,False,False
0.0,2020,12,18,17,True,False,False
0.0,2020,12,18,18,True,False,False
0.0,2020,12,18,19,True,False,False
0.0,2020,12,18,20,True,False,False
0.0,2020,12,18,21,True,False,False
0.0,2020,12,18,22,True,False,False
0.0,2020,12,18,23,True,False,False
0.0,2020,12,19,0,True,False,False
0.0,2020,12,19,1,True,False,False
0.0,2020,12,19,2,True,False,False
0.0,2020,12,19,3,True,False,False
0.0,2020,12,19,4,True,False,False
0.0,2020,12,19,5,True,False,False
0.0,2020,12,19,6,True,False,False
0.0,2020,12,19,7,True,False,False
0.0,2020,12,19,8,True,False,False
11.0,2020,12,19,9,True,False,False
49.5,2020,12,19,10,True,False,False
243.54,2020,12,19,11,True,False,False
73.26,2020,12,19,12,True,False,False
25.740000000000002,2020,12,19,13,True,False,False
0.0,2020,12,19,14,True,False,False
0.0,2020,12,19,15,True,False,False
0.0,2020,12,19,16,True,False,False
0.0,2020,12,19,17,True,False,False
0.0,2020,12,19,18,True,False,False
0.0,2020,12,19,19,True,False,False
0.0,2020,12,19,20,True,False,False
0.0,2020,12,19,21,True,False,False
0.0,2020,12,19,22,True,False,False
0.0,2020,12,19,23,True,False,False
0.0,2020,12,20,0,True,False,False
0.0,2020,12,20,1,True,False,False
0.0,2020,12,20,2,True,False,False
0.0,2020,12,20,3,True,False,False
0.0,2020,12,20,4,True,False,False
0.0,2020,12,20,5,True,False,False
0.0,2020,12,20,6,True,False,False
0.0,2020,12,20,7,True,False,False
2.42,2020,12,20,8,True,False,False
133.1,2020,12,20,9,True,False,False
967.56,2020,12,20,10,True,False,False
693.0,2020,12,20,11,True,False,False
312.18,2020,12,20,12,True,False,False
14.96,2020,12,20,13,True,False,False
0.0,2020,12,20,14,True,False,False
0.0,2020,12,20,15,True,False,False
0.0,2020,12,20,16,True,False,False
0.0,2020,12,20,17,True,False,False
0.0,2020,12,20,18,True,False,False
0.0,2020,12,20,19,True,False,False
0.0,2020,12,20,20,True,False,False
0.0,2020,12,20,21,True,False,False
0.0,2020,12,20,22,True,False,False
0.0,2020,12,20,23,True,False,False
0.0,2020,12,21,0,True,False,False
0.0,2020,12,21,1,True,False,False
0.0,2020,12,21,2,True,False,False
0.0,2020,12,21,3,True,False,False
0.0,2020,12,21,4,True,False,False
0.0,2020,12,21,5,True,False,False
0.0,2020,12,21,6,True,False,False
0.0,2020,12,21,7,True,False,False
0.44,2020,12,21,8,True,False,False
62.25999999999999,2020,12,21,9,True,False,False
246.18,2020,12,21,10,True,False,False
82.72,2020,12,21,11,True,False,False
150.48000000000002,2020,12,21,12,True,False,False
5.9399999999999995,2020,12,21,13,True,False,False
0.0,2020,12,21,14,True,False,False
0.0,2020,12,21,15,True,False,False
0.0,2020,12,21,16,True,False,False
0.0,2020,12,21,17,True,False,False
0.0,2020,12,21,18,True,False,False
0.0,2020,12,21,19,True,False,False
0.0,2020,12,21,20,True,False,False
0.0,2020,12,21,21,True,False,False
0.0,2020,12,21,22,True,False,False
0.0,2020,12,21,23,True,False,False
0.0,2020,12,22,0,True,False,False
0.0,2020,12,22,1,True,False,False
0.0,2020,12,22,2,True,False,False
0.0,2020,12,22,3,True,False,False
0.0,2020,12,22,4,True,False,False
0.0,2020,12,22,5,True,False,False
0.0,2020,12,22,6,True,False,False
0.0,2020,12,22,7,True,False,False
0.0,2020,12,22,8,True,False,False
6.82,2020,12,22,9,True,False,False
19.8,2020,12,22,10,True,False,False
29.92,2020,12,22,11,True,False,False
5.72,2020,12,22,12,True,False,False
0.0,2020,12,22,13,True,False,False
0.0,2020,12,22,14,True,False,False
0.0,2020,12,22,15,True,False,False
0.0,2020,12,22,16,True,False,False
0.0,2020,12,22,17,True,False,False
0.0,2020,12,22,18,True,False,False
0.0,2020,12,22,19,True,False,False
0.0,2020,12,22,20,True,False,False
0.0,2020,12,22,21,True,False,False
0.0,2020,12,22,22,True,False,False
0.0,2020,12,22,23,True,False,False
0.0,2020,12,23,0,True,False,False
0.0,2020,12,23,1,True,False,False
0.0,2020,12,23,2,True,False,False
0.0,2020,12,23,3,True,False,False
0.0,2020,12,23,4,True,False,False
0.0,2020,12,23,5,True,False,False
0.0,2020,12,23,6,True,False,False
0.0,2020,12,23,7,True,False,False
0.0,2020,12,23,8,True,False,False
3.52,2020,12,23,9,True,False,False
49.28,2020,12,23,10,True,False,False
37.620000000000005,2020,12,23,11,True,False,False
23.54,2020,12,23,12,True,False,False
0.0,2020,12,23,13,True,False,False
0.0,2020,12,23,14,True,False,False
0.0,2020,12,23,15,True,False,False
0.0,2020,12,23,16,True,False,False
0.0,2020,12,23,17,True,False,False
0.0,2020,12,23,18,True,False,False
0.0,2020,12,23,19,True,False,False
0.0,2020,12,23,20,True,False,False
0.0,2020,12,23,21,True,False,False
0.0,2020,12,23,22,True,False,False
0.0,2020,12,23,23,True,False,False
0.0,2020,12,24,0,True,False,False
0.0,2020,12,24,1,True,False,False
0.0,2020,12,24,2,True,False,False
0.0,2020,12,24,3,True,False,False
0.0,2020,12,24,4,True,False,False
0.0,2020,12,24,5,True,False,False
0.0,2020,12,24,6,True,False,False
0.0,2020,12,24,7,True,False,False
2.64,2020,12,24,8,True,False,False
47.3,2020,12,24,9,True,False,False
46.2,2020,12,24,10,True,False,False
104.05999999999999,2020,12,24,11,True,False,False
87.56,2020,12,24,12,True,False,False
26.18,2020,12,24,13,True,False,False
0.0,2020,12,24,14,True,False,False
0.0,2020,12,24,15,True,False,False
0.0,2020,12,24,16,True,False,False
0.0,2020,12,24,17,True,False,False
0.0,2020,12,24,18,True,False,False
0.0,2020,12,24,19,True,False,False
0.0,2020,12,24,20,True,False,False
0.0,2020,12,24,21,True,False,False
0.0,2020,12,24,22,True,False,False
0.0,2020,12,24,23,True,False,False
0.0,2020,12,25,0,True,False,False
0.0,2020,12,25,1,True,False,False
0.0,2020,12,25,2,True,False,False
0.0,2020,12,25,3,True,False,False
0.0,2020,12,25,4,True,False,False
0.0,2020,12,25,5,True,False,False
0.0,2020,12,25,6,True,False,False
0.0,2020,12,25,7,True,False,False
4.4,2020,12,25,8,True,False,False
59.400000000000006,2020,12,25,9,True,False,False
111.1,2020,12,25,10,True,False,False
177.98000000000002,2020,12,25,11,True,False,False
118.14,2020,12,25,12,True,False,False
22.0,2020,12,25,13,True,False,False
0.0,2020,12,25,14,True,False,False
0.0,2020,12,25,15,True,False,False
0.0,2020,12,25,16,True,False,False
0.0,2020,12,25,17,True,False,False
0.0,2020,12,25,18,True,False,False
0.0,2020,12,25,19,True,False,False
0.0,2020,12,25,20,True,False,False
0.0,2020,12,25,21,True,False,False
0.0,2020,12,25,22,True,False,False
0.0,2020,12,25,23,True,False,False
0.0,2020,12,26,0,True,False,False
0.0,2020,12,26,1,True,False,False
0.0,2020,12,26,2,True,False,False
0.0,2020,12,26,3,True,False,False
0.0,2020,12,26,4,True,False,False
0.0,2020,12,26,5,True,False,False
0.0,2020,12,26,6,True,False,False
0.0,2020,12,26,7,True,False,False
0.0,2020,12,26,8,True,False,False
0.66,2020,12,26,9,True,False,False
18.04,2020,12,26,10,True,False,False
34.76,2020,12,26,11,True,False,False
50.160000000000004,2020,12,26,12,True,False,False
26.18,2020,12,26,13,True,False,False
0.0,2020,12,26,14,True,False,False
0.0,2020,12,26,15,True,False,False
0.0,2020,12,26,16,True,False,False
0.0,2020,12,26,17,True,False,False
0.0,2020,12,26,18,True,False,False
0.0,2020,12,26,19,True,False,False
0.0,2020,12,26,20,True,False,False
0.0,2020,12,26,21,True,False,False
0.0,2020,12,26,22,True,False,False
0.0,2020,12,26,23,True,False,False
0.0,2020,12,27,0,True,False,False
0.0,2020,12,27,1,True,False,False
0.0,2020,12,27,2,True,False,False
0.0,2020,12,27,3,True,False,False
0.0,2020,12,27,4,True,False,False
0.0,2020,12,27,5,True,False,False
0.0,2020,12,27,6,True,False,False
0.0,2020,12,27,7,True,False,False
0.0,2020,12,27,8,True,False,False
0.66,2020,12,27,9,True,False,False
4.84,2020,12,27,10,True,False,False
12.979999999999999,2020,12,27,11,True,False,False
14.08,2020,12,27,12,True,False,False
0.0,2020,12,27,13,True,False,False
0.0,2020,12,27,14,True,False,False
0.0,2020,12,27,15,True,False,False
0.0,2020,12,27,16,True,False,False
0.0,2020,12,27,17,True,False,False
0.0,2020,12,27,18,True,False,False
0.0,2020,12,27,19,True,False,False
0.0,2020,12,27,20,True,False,False
0.0,2020,12,27,21,True,False,False
0.0,2020,12,27,22,True,False,False
0.0,2020,12,27,23,True,False,False
0.0,2020,12,28,0,True,False,False
0.0,2020,12,28,1,True,False,False
0.0,2020,12,28,2,True,False,False
0.0,2020,12,28,3,True,False,False
0.0,2020,12,28,4,True,False,False
0.0,2020,12,28,5,True,False,False
0.0,2020,12,28,6,True,False,False
0.0,2020,12,28,7,True,False,False
0.0,2020,12,28,8,True,False,False
49.940000000000005,2020,12,28,9,True,False,False
208.11999999999998,2020,12,28,10,True,False,False
238.26,2020,12,28,11,True,False,False
117.7,2020,12,28,12,True,False,False
7.48,2020,12,28,13,True,False,False
0.0,2020,12,28,14,True,False,False
0.0,2020,12,28,15,True,False,False
0.0,2020,12,28,16,True,False,False
0.0,2020,12,28,17,True,False,False
0.0,2020,12,28,18,True,False,False
0.0,2020,12,28,19,True,False,False
0.0,2020,12,28,20,True,False,False
0.0,2020,12,28,21,True,False,False
0.0,2020,12,28,22,True,False,False
0.0,2020,12,28,23,True,False,False
0.0,2020,12,29,0,True,False,False
0.0,2020,12,29,1,True,False,False
0.0,2020,12,29,2,True,False,False
0.0,2020,12,29,3,True,False,False
0.0,2020,12,29,4,True,False,False
0.0,2020,12,29,5,True,False,False
0.0,2020,12,29,6,True,False,False
0.0,2020,12,29,7,True,False,False
1.32,2020,12,29,8,True,False,False
87.11999999999999,2020,12,29,9,True,False,False
301.18,2020,12,29,10,True,False,False
419.76,2020,12,29,11,True,False,False
201.3,2020,12,29,12,True,False,False
3.08,2020,12,29,13,True,False,False
0.0,2020,12,29,14,True,False,False
0.0,2020,12,29,15,True,False,False
0.0,2020,12,29,16,True,False,False
0.0,2020,12,29,17,True,False,False
0.0,2020,12,29,18,True,False,False
0.0,2020,12,29,19,True,False,False
0.0,2020,12,29,20,True,False,False
0.0,2020,12,29,21,True,False,False
0.0,2020,12,29,22,True,False,False
0.0,2020,12,29,23,True,False,False
0.0,2020,12,30,0,True,False,False
0.0,2020,12,30,1,True,False,False
0.0,2020,12,30,2,True,False,False
0.0,2020,12,30,3,True,False,False
0.0,2020,12,30,4,True,False,False
0.0,2020,12,30,5,True,False,False
0.0,2020,12,30,6,True,False,False
0.0,2020,12,30,7,True,False,False
0.0,2020,12,30,8,True,False,False
10.12,2020,12,30,9,True,False,False
66.66,2020,12,30,10,True,False,False
122.10000000000001,2020,12,30,11,True,False,False
79.86,2020,12,30,12,True,False,False
10.780000000000001,2020,12,30,13,True,False,False
0.0,2020,12,30,14,True,False,False
0.0,2020,12,30,15,True,False,False
0.0,2020,12,30,16,True,False,False
0.0,2020,12,30,17,True,False,False
0.0,2020,12,30,18,True,False,False
0.0,2020,12,30,19,True,False,False
0.0,2020,12,30,20,True,False,False
0.0,2020,12,30,21,True,False,False
0.0,2020,12,30,22,True,False,False
0.0,2020,12,30,23,True,False,False
0.0,2020,12,31,0,True,False,False
0.0,2020,12,31,1,True,False,False
0.0,2020,12,31,2,True,False,False
0.0,2020,12,31,3,True,False,False
0.0,2020,12,31,4,True,False,False
0.0,2020,12,31,5,True,False,False
0.0,2020,12,31,6,True,False,False
0.0,2020,12,31,7,True,False,False
0.0,2020,12,31,8,True,False,False
1.9799999999999998,2020,12,31,9,True,False,False
15.839999999999998,2020,12,31,10,True,False,False
56.1,2020,12,31,11,True,False,False
37.400000000000006,2020,12,31,12,True,False,False
5.9399999999999995,2020,12,31,13,True,False,False
0.0,2020,12,31,14,True,False,False
0.0,2020,12,31,15,True,False,False
0.0,2020,12,31,16,True,False,False
0.0,2020,12,31,17,True,False,False
0.0,2020,12,31,18,True,False,False
0.0,2020,12,31,19,True,False,False
0.0,2020,12,31,20,True,False,False
0.0,2020,12,31,21,True,False,False
0.0,2020,12,31,22,True,False,False
0.0,2020,12,31,23,True,False,False
0.0,2021,1,1,0,True,False,False
0.0,2021,1,1,1,True,False,False
0.0,2021,1,1,2,True,False,False
0.0,2021,1,1,3,True,False,False
0.0,2021,1,1,4,True,False,False
0.0,2021,1,1,5,True,False,False
0.0,2021,1,1,6,True,False,False
0.0,2021,1,1,7,True,False,False
0.0,2021,1,1,8,True,False,False
16.94,2021,1,1,9,True,False,False
277.85999999999996,2021,1,1,10,True,False,False
223.08,2021,1,1,11,True,False,False
110.22,2021,1,1,12,True,False,False
8.8,2021,1,1,13,True,False,False
0.0,2021,1,1,14,True,False,False
0.0,2021,1,1,15,True,False,False
0.0,2021,1,1,16,True,False,False
0.0,2021,1,1,17,True,False,False
0.0,2021,1,1,18,True,False,False
0.0,2021,1,1,19,True,False,False
0.0,2021,1,1,20,True,False,False
0.0,2021,1,1,21,True,False,False
0.0,2021,1,1,22,True,False,False
0.0,2021,1,1,23,True,False,False
0.0,2021,1,2,0,True,False,False
0.0,2021,1,2,1,True,False,False
0.0,2021,1,2,2,True,False,False
0.0,2021,1,2,3,True,False,False
0.0,2021,1,2,4,True,False,False
0.0,2021,1,2,5,True,False,False
0.0,2021,1,2,6,True,False,False
0.0,2021,1,2,7,True,False,False
0.0,2021,1,2,8,True,False,False
56.1,2021,1,2,9,True,False,False
665.5,2021,1,2,10,True,False,False
666.38,2021,1,2,11,True,False,False
113.96000000000001,2021,1,2,12,True,False,False
25.740000000000002,2021,1,2,13,True,False,False
0.0,2021,1,2,14,True,False,False
0.0,2021,1,2,15,True,False,False
0.0,2021,1,2,16,True,False,False
0.0,2021,1,2,17,True,False,False
0.0,2021,1,2,18,True,False,False
0.0,2021,1,2,19,True,False,False
0.0,2021,1,2,20,True,False,False
0.0,2021,1,2,21,True,False,False
0.0,2021,1,2,22,True,False,False
0.0,2021,1,2,23,True,False,False
0.0,2021,1,3,0,True,False,False
0.0,2021,1,3,1,True,False,False
0.0,2021,1,3,2,True,False,False
0.0,2021,1,3,3,True,False,False
0.0,2021,1,3,4,True,False,False
0.0,2021,1,3,5,True,False,False
0.0,2021,1,3,6,True,False,False
0.0,2021,1,3,7,True,False,False
0.66,2021,1,3,8,True,False,False
77.66000000000001,2021,1,3,9,True,False,False
687.0600000000001,2021,1,3,10,True,False,False
725.78,2021,1,3,11,True,False,False
423.06,2021,1,3,12,True,False,False
35.64,2021,1,3,13,True,False,False
0.0,2021,1,3,14,True,False,False
0.0,2021,1,3,15,True,False,False
0.0,2021,1,3,16,True,False,False
0.0,2021,1,3,17,True,False,False
0.0,2021,1,3,18,True,False,False
0.0,2021,1,3,19,True,False,False
0.0,2021,1,3,20,True,False,False
0.0,2021,1,3,21,True,False,False
0.0,2021,1,3,22,True,False,False
0.0,2021,1,3,23,True,False,False
0.0,2021,1,4,0,True,False,False
0.0,2021,1,4,1,True,False,False
0.0,2021,1,4,2,True,False,False
0.0,2021,1,4,3,True,False,False
0.0,2021,1,4,4,True,False,False
0.0,2021,1,4,5,True,False,False
0.0,2021,1,4,6,True,False,False
0.0,2021,1,4,7,True,False,False
1.1,2021,1,4,8,True,False,False
90.42,2021,1,4,9,True,False,False
667.92,2021,1,4,10,True,False,False
706.42,2021,1,4,11,True,False,False
389.4,2021,1,4,12,True,False,False
41.58,2021,1,4,13,True,False,False
0.0,2021,1,4,14,True,False,False
0.0,2021,1,4,15,True,False,False
0.0,2021,1,4,16,True,False,False
0.0,2021,1,4,17,True,False,False
0.0,2021,1,4,18,True,False,False
0.0,2021,1,4,19,True,False,False
0.0,2021,1,4,20,True,False,False
0.0,2021,1,4,21,True,False,False
0.0,2021,1,4,22,True,False,False
0.0,2021,1,4,23,True,False,False
0.0,2021,1,5,0,True,False,False
0.0,2021,1,5,1,True,False,False
0.0,2021,1,5,2,True,False,False
0.0,2021,1,5,3,True,False,False
0.0,2021,1,5,4,True,False,False
0.0,2021,1,5,5,True,False,False
0.0,2021,1,5,6,True,False,False
0.0,2021,1,5,7,True,False,False
0.0,2021,1,5,8,True,False,False
18.700000000000003,2021,1,5,9,True,False,False
78.75999999999999,2021,1,5,10,True,False,False
113.08,2021,1,5,11,True,False,False
69.52,2021,1,5,12,True,False,False
22.220000000000002,2021,1,5,13,True,False,False
0.0,2021,1,5,14,True,False,False
0.0,2021,1,5,15,True,False,False
0.0,2021,1,5,16,True,False,False
0.0,2021,1,5,17,True,False,False
0.0,2021,1,5,18,True,False,False
0.0,2021,1,5,19,True,False,False
0.0,2021,1,5,20,True,False,False
0.0,2021,1,5,21,True,False,False
0.0,2021,1,5,22,True,False,False
0.0,2021,1,5,23,True,False,False
0.0,2021,1,6,0,True,False,False
0.0,2021,1,6,1,True,False,False
0.0,2021,1,6,2,True,False,False
0.0,2021,1,6,3,True,False,False
0.0,2021,1,6,4,True,False,False
0.0,2021,1,6,5,True,False,False
0.0,2021,1,6,6,True,False,False
0.0,2021,1,6,7,True,False,False
2.42,2021,1,6,8,True,False,False
129.35999999999999,2021,1,6,9,True,False,False
832.7,2021,1,6,10,True,False,False
856.02,2021,1,6,11,True,False,False
524.0400000000001,2021,1,6,12,True,False,False
76.12,2021,1,6,13,True,False,False
0.0,2021,1,6,14,True,False,False
0.0,2021,1,6,15,True,False,False
0.0,2021,1,6,16,True,False,False
0.0,2021,1,6,17,True,False,False
0.0,2021,1,6,18,True,False,False
0.0,2021,1,6,19,True,False,False
0.0,2021,1,6,20,True,False,False
0.0,2021,1,6,21,True,False,False
0.0,2021,1,6,22,True,False,False
0.0,2021,1,6,23,True,False,False
0.0,2021,1,7,0,True,False,False
0.0,2021,1,7,1,True,False,False
0.0,2021,1,7,2,True,False,False
0.0,2021,1,7,3,True,False,False
0.0,2021,1,7,4,True,False,False
0.0,2021,1,7,5,True,False,False
0.0,2021,1,7,6,True,False,False
0.0,2021,1,7,7,True,False,False
1.54,2021,1,7,8,True,False,False
144.54000000000002,2021,1,7,9,True,False,False
832.7,2021,1,7,10,True,False,False
837.76,2021,1,7,11,True,False,False
506.22,2021,1,7,12,True,False,False
77.44,2021,1,7,13,True,False,False
0.0,2021,1,7,14,True,False,False
0.0,2021,1,7,15,True,False,False
